1	1276	pl	AUKTION - FAHRZEUGE     Mercedes Benz 190b W 121	AUKCJA - POJAZDY Mercedes Benz 190b W 121	NICHT_GLEICH
1	1311	ja	 Mercedes-Benz W109 300 SEL 6.3	メルセデス・ベンツ W109 300 SEL 6.3	NICHT_GLEICH
1	1464	en	Jaguar XK8 Cabriolet 4,2L Piano schwarz TOPZUSTAND	Jaguar XK8 Cabriolet 4.2L Piano Black TOP CONDITION	NICHT_GLEICH
1	1464	fr	Jaguar XK8 Cabriolet 4,2L Piano schwarz TOPZUSTAND	Jaguar XK8 Cabriolet 4,2L Piano schwarz ÉTAT PARFAIT	NICHT_GLEICH
1	1464	it	Jaguar XK8 Cabriolet 4,2L Piano schwarz TOPZUSTAND	Jaguar XK8 Cabriolet 4,2L Piano nero STATO TOP	NICHT_GLEICH
1	1464	ja	Jaguar XK8 Cabriolet 4,2L Piano schwarz TOPZUSTAND	ジャガー XK8 カブリオレ 4.2L ピアノブラック TOPコンディション	NICHT_GLEICH
1	1464	cs	Jaguar XK8 Cabriolet 4,2L Piano schwarz TOPZUSTAND	Jaguar XK8 Cabriolet 4,2L Piano černá TOP STAV	NICHT_GLEICH
1	1464	ru	Jaguar XK8 Cabriolet 4,2L Piano schwarz TOPZUSTAND	Кабриолет Jaguar XK8 4,2L Piano черный, отличное состояние	NICHT_GLEICH
1	1464	es	Jaguar XK8 Cabriolet 4,2L Piano schwarz TOPZUSTAND	Jaguar XK8 Cabriolet 4,2L Piano schwarz EN EXCELENTE ESTADO	NICHT_GLEICH
1	1464	nl	Jaguar XK8 Cabriolet 4,2L Piano schwarz TOPZUSTAND	Jaguar XK8 Cabriolet 4,2L Piano zwart TOPSTAAT	NICHT_GLEICH
1	1464	pl	Jaguar XK8 Cabriolet 4,2L Piano schwarz TOPZUSTAND	Jaguar XK8 Cabriolet 4,2L Piano czarny TOP STAN	NICHT_GLEICH
1	1643	en	BMW 318 Cabrio	BMW 318 Convertible	NICHT_GLEICH
1	1643	fr	BMW 318 Cabrio	BMW 318 Cabriolet	NICHT_GLEICH
1	1643	ja	BMW 318 Cabrio	BMW 318 カブリオレ	NICHT_GLEICH
1	1643	cs	BMW 318 Cabrio	BMW 318 kabriolet	NICHT_GLEICH
1	1643	ru	BMW 318 Cabrio	BMW 318 кабриолет	NICHT_GLEICH
1	1738	en	Potente Limousine mit Wertsteigerungspotential	Powerful sedan with appreciation potential	NICHT_GLEICH
1	1738	fr	Potente Limousine mit Wertsteigerungspotential	Berline puissante avec potentiel d'appréciation de la valeur	NICHT_GLEICH
1	1738	it	Potente Limousine mit Wertsteigerungspotential	Lussuosa berlina con potenziale di apprezzamento del valore	NICHT_GLEICH
1	1738	tr	Potente Limousine mit Wertsteigerungspotential	Değer Artış Potansiyeli Olan Güçlü Sedan	NICHT_GLEICH
1	1738	ja	Potente Limousine mit Wertsteigerungspotential	価値上昇の可能性がある高性能セダン	NICHT_GLEICH
1	1738	cs	Potente Limousine mit Wertsteigerungspotential	Výkonná limuzína s potenciálem zhodnocení hodnoty	NICHT_GLEICH
1	1738	ru	Potente Limousine mit Wertsteigerungspotential	Мощный седан с потенциалом увеличения стоимости	NICHT_GLEICH
1	1738	es	Potente Limousine mit Wertsteigerungspotential	Sedán potente con potencial de apreciación de valor	NICHT_GLEICH
1	1738	nl	Potente Limousine mit Wertsteigerungspotential	Krachtige sedan met waardestijgingspotentieel	NICHT_GLEICH
1	1738	pl	Potente Limousine mit Wertsteigerungspotential	Potężny sedan z potencjałem wzrostu wartości	NICHT_GLEICH
1	2575	en	TR4 mit 2 x Weber Doppelvergasern 	TR4 with 2 x Weber double carburetors	NICHT_GLEICH
1	2575	fr	TR4 mit 2 x Weber Doppelvergasern 	TR4 avec 2 x Weber double carburateurs 	NICHT_GLEICH
1	2575	it	TR4 mit 2 x Weber Doppelvergasern 	TR4 con 2 x Weber doppi carburatori	NICHT_GLEICH
1	2575	tr	TR4 mit 2 x Weber Doppelvergasern 	TR4, 2 adet Weber çift karbüratör ile	NICHT_GLEICH
1	2575	ja	TR4 mit 2 x Weber Doppelvergasern 	TR4 2つのウェーバー二重キャブレター付き	NICHT_GLEICH
1	2575	cs	TR4 mit 2 x Weber Doppelvergasern 	TR4 s 2 x Weber dvojitými karburátory	NICHT_GLEICH
1	2575	ru	TR4 mit 2 x Weber Doppelvergasern 	TR4 с 2 х Weber двойными карбюраторами 	NICHT_GLEICH
1	2575	es	TR4 mit 2 x Weber Doppelvergasern 	TR4 con 2 x doble carburadores Weber	NICHT_GLEICH
1	2575	nl	TR4 mit 2 x Weber Doppelvergasern 	TR4 met 2 x Weber dubbele carburateurs	NICHT_GLEICH
1	2575	pl	TR4 mit 2 x Weber Doppelvergasern 	TR4 z dwoma podwójnymi gaźnikami Weber	NICHT_GLEICH
1	2848	fr	Armstrong-Siddeley Doctor's Coupé (1930)	Armstrong-Siddeley Coupé du médecin (1930)	NICHT_GLEICH
1	2848	it	Armstrong-Siddeley Doctor's Coupé (1930)	Armstrong-Siddeley Coupé del dottore (1930)	NICHT_GLEICH
1	2848	tr	Armstrong-Siddeley Doctor's Coupé (1930)	Armstrong-Siddeley Doktor Coupé (1930)	NICHT_GLEICH
1	2848	ja	Armstrong-Siddeley Doctor's Coupé (1930)	アームストロング・シドリー・ドクターズクーペ（1930年）	NICHT_GLEICH
1	2848	cs	Armstrong-Siddeley Doctor's Coupé (1930)	Armstrong-Siddeley Doktorský Coupé (1930)	NICHT_GLEICH
1	2848	es	Armstrong-Siddeley Doctor's Coupé (1930)	Armstrong-Siddeley Coupé del Doctor (1930)	NICHT_GLEICH
1	2848	pl	Armstrong-Siddeley Doctor's Coupé (1930)	Armstrong-Siddeley Doktora Coupé (1930)	NICHT_GLEICH
1	2854	en	Mercedes mit Wendler Karosserie 220 Basis A-Cabrio (1952)	Mercedes with Wendler body 220 base A-Cabrio (1952)	NICHT_GLEICH
1	2854	fr	Mercedes mit Wendler Karosserie 220 Basis A-Cabrio (1952)	Mercedes avec carrosserie Wendler, base 220 A-Cabrio (1952)	NICHT_GLEICH
1	2854	it	Mercedes mit Wendler Karosserie 220 Basis A-Cabrio (1952)	Mercedes con carrozzeria Wendler 220 base A-Cabrio (1952)	NICHT_GLEICH
1	2854	tr	Mercedes mit Wendler Karosserie 220 Basis A-Cabrio (1952)	Mercedes Wendler gövdesi 220 temel A-Cabrio (1952)	NICHT_GLEICH
1	2854	ja	Mercedes mit Wendler Karosserie 220 Basis A-Cabrio (1952)	メルセデス・ベンツ ウェンドラー・ボディ 220 ベース A-カブリオレ（1952年）	NICHT_GLEICH
1	2854	cs	Mercedes mit Wendler Karosserie 220 Basis A-Cabrio (1952)	Mercedes s karoserií Wendler 220 základ A-Cabrio (1952)	NICHT_GLEICH
1	2854	ru	Mercedes mit Wendler Karosserie 220 Basis A-Cabrio (1952)	Mercedes с кузовом Вендлер, база 220, кабриолет A (1952)	NICHT_GLEICH
1	2854	es	Mercedes mit Wendler Karosserie 220 Basis A-Cabrio (1952)	Mercedes con carrocería Wendler 220 base A-Cabrio (1952)	NICHT_GLEICH
1	2854	nl	Mercedes mit Wendler Karosserie 220 Basis A-Cabrio (1952)	Mercedes met Wendler-carrosserie 220 Basis A-Cabrio (1952)	NICHT_GLEICH
1	2854	pl	Mercedes mit Wendler Karosserie 220 Basis A-Cabrio (1952)	Mercedes z karoserią Wendler, baza 220 A-Cabrio (1952)	NICHT_GLEICH
1	2866	ja	Adler Trumpf Junior Cabriolet (1937)	アドラー・トランプ・ジュニア・カブリオレ（1937年）	NICHT_GLEICH
1	2866	ru	Adler Trumpf Junior Cabriolet (1937)	Adler Trumpf Junior кабриолет (1937)	NICHT_GLEICH
1	2867	ja	Austin A 40 Somerset (1954)	オースティンA40サマセット（1954年）	NICHT_GLEICH
1	2868	ja	Austin A 40 Devon (1951)	オースティンA40デボン（1951年）	NICHT_GLEICH
1	2870	ja	Citroen Id19 Speciale (1971)	シトロエン ID19 スペシャル (1971)	NICHT_GLEICH
1	2871	fr	Jaguar XK 8 Convertible (1997)	Jaguar XK 8 Cabriolet (1997)	NICHT_GLEICH
1	2871	it	Jaguar XK 8 Convertible (1997)	Jaguar XK 8 Cabriolet (1997)	NICHT_GLEICH
1	2871	tr	Jaguar XK 8 Convertible (1997)	Jaguar XK 8 Cabrio (1997)	NICHT_GLEICH
1	2871	ja	Jaguar XK 8 Convertible (1997)	ジャガー XK 8 コンバーチブル（1997年）	NICHT_GLEICH
1	2871	cs	Jaguar XK 8 Convertible (1997)	Jaguar XK 8 kabriolet (1997)	NICHT_GLEICH
1	2871	ru	Jaguar XK 8 Convertible (1997)	Jaguar XK 8 кабриолет (1997)	NICHT_GLEICH
1	2871	nl	Jaguar XK 8 Convertible (1997)	Jaguar XK 8 Cabriolet (1997)	NICHT_GLEICH
1	2871	pl	Jaguar XK 8 Convertible (1997)	Jaguar XK 8 Cabriolet (1997)	NICHT_GLEICH
1	2872	en	Mercedes 230 GE Expeditionswagen (1983)	Mercedes 230 GE Expedition Vehicle (1983)	NICHT_GLEICH
1	2872	fr	Mercedes 230 GE Expeditionswagen (1983)	Mercedes 230 GE VUS d'expédition (1983)	NICHT_GLEICH
1	2872	it	Mercedes 230 GE Expeditionswagen (1983)	Mercedes 230 GE veicolo da spedizione (1983)	NICHT_GLEICH
1	2872	tr	Mercedes 230 GE Expeditionswagen (1983)	Mercedes 230 GE Keşif Aracı (1983)	NICHT_GLEICH
1	2872	ja	Mercedes 230 GE Expeditionswagen (1983)	メルセデス 230 GE エクスペディションカー（1983年）	NICHT_GLEICH
1	2872	cs	Mercedes 230 GE Expeditionswagen (1983)	Mercedes 230 GE Expedice vozidlo (1983)	NICHT_GLEICH
1	2872	ru	Mercedes 230 GE Expeditionswagen (1983)	Mercedes 230 GE экспедиционный автомобиль (1983)	NICHT_GLEICH
1	2872	es	Mercedes 230 GE Expeditionswagen (1983)	Mercedes 230 GE Vehículo de expedición (1983)	NICHT_GLEICH
1	2872	nl	Mercedes 230 GE Expeditionswagen (1983)	Mercedes 230 GE Expeditieauto (1983)	NICHT_GLEICH
1	2872	pl	Mercedes 230 GE Expeditionswagen (1983)	Mercedes 230 GE samochód wyprawowy (1983)	NICHT_GLEICH
1	2880	ja	MG A Coupé (1959)	MG Aクーペ（1959年）	NICHT_GLEICH
1	2880	ru	MG A Coupé (1959)	MG A Купе (1959)	NICHT_GLEICH
1	2881	ja	MG B Roadster (1972)	MG B ロードスター（1972年）	NICHT_GLEICH
1	2882	tr	Morris Eight (1936)	Morris Sekiz (1936)	NICHT_GLEICH
1	2882	ja	Morris Eight (1936)	モリス・エイト（1936年）	NICHT_GLEICH
1	2883	tr	Morris Eight Open Tourer lhd (1934)	Morris Eight Açık Turist lhd (1934)	NICHT_GLEICH
1	2883	ja	Morris Eight Open Tourer lhd (1934)	モリス・エイト・オープン・ツアラー LHD（1934年）	NICHT_GLEICH
1	2884	ja	Porsche 356 Super 90 Cabriolet (1962)	ポルシェ 356 スーパ 90 カブリオレ（1962年）	NICHT_GLEICH
1	2884	ru	Porsche 356 Super 90 Cabriolet (1962)	Porsche 356 Super 90 кабриолет (1962)	NICHT_GLEICH
1	2886	ja	Triumph Mayflower (1951)	トライアンフ・メイフラワー（1951年）	NICHT_GLEICH
1	2886	ru	Triumph Mayflower (1951)	Триумф Мейфлауэр (1951)	NICHT_GLEICH
1	2887	en	Volkswagen Käfer (1968)	Volkswagen Beetle (1968)	NICHT_GLEICH
1	2887	fr	Volkswagen Käfer (1968)	Volkswagen Coccinelle (1968)	NICHT_GLEICH
1	2887	it	Volkswagen Käfer (1968)	Volkswagen Maggiolino (1968)	NICHT_GLEICH
1	2887	tr	Volkswagen Käfer (1968)	Volkswagen Beetle (1968)	NICHT_GLEICH
1	2887	ja	Volkswagen Käfer (1968)	フォルクスワーゲン・ビートル（1968年）	NICHT_GLEICH
1	2887	cs	Volkswagen Käfer (1968)	Volkswagen Brouk (1968)	NICHT_GLEICH
1	2887	es	Volkswagen Käfer (1968)	Volkswagen Escarabajo (1968)	NICHT_GLEICH
1	2887	nl	Volkswagen Käfer (1968)	Volkswagen Kever (1968)	NICHT_GLEICH
1	2887	pl	Volkswagen Käfer (1968)	Volkswagen Garbus (1968)	NICHT_GLEICH
1	2888	en	Volkswagen Käfer 1200 Jubiläumsmodell 25.960 km (1985)	Volkswagen Beetle 1200 Anniversary Model 25,960 km (1985)	NICHT_GLEICH
1	2888	fr	Volkswagen Käfer 1200 Jubiläumsmodell 25.960 km (1985)	Volkswagen Coccinelle 1200 Modèle anniversaire 25 960 km (1985)	NICHT_GLEICH
1	2888	it	Volkswagen Käfer 1200 Jubiläumsmodell 25.960 km (1985)	Volkswagen Maggiolino 1200 modello celebrativo 25.960 km (1985)	NICHT_GLEICH
1	2888	tr	Volkswagen Käfer 1200 Jubiläumsmodell 25.960 km (1985)	Volkswagen Beetle 1200 Yıl dönümü modeli 25.960 km (1985)	NICHT_GLEICH
1	2888	ja	Volkswagen Käfer 1200 Jubiläumsmodell 25.960 km (1985)	フォルクスワーゲン・ビートル 1200 記念モデル 25,960 km（1985年）	NICHT_GLEICH
1	2888	cs	Volkswagen Käfer 1200 Jubiläumsmodell 25.960 km (1985)	Volkswagen Brouk 1200 Jubilejní model 25 960 km (1985)	NICHT_GLEICH
1	2888	ru	Volkswagen Käfer 1200 Jubiläumsmodell 25.960 km (1985)	Volkswagen Käfer 1200 Юбилейная модель 25 960 км (1985)	NICHT_GLEICH
1	2888	es	Volkswagen Käfer 1200 Jubiläumsmodell 25.960 km (1985)	Volkswagen Escarabajo 1200 Modelo conmemorativo 25.960 km (1985)	NICHT_GLEICH
1	2888	nl	Volkswagen Käfer 1200 Jubiläumsmodell 25.960 km (1985)	Volkswagen Kever 1200 Jubileummodel 25.960 km (1985)	NICHT_GLEICH
1	2888	pl	Volkswagen Käfer 1200 Jubiläumsmodell 25.960 km (1985)	Volkswagen Garbus model jubileuszowy 1200 25 960 km (1985)	NICHT_GLEICH
1	2889	en	Volkswagen Käfer 1300, 41.800 km (1966)	Volkswagen Beetle 1300, 41,800 km (1966)	NICHT_GLEICH
1	2889	fr	Volkswagen Käfer 1300, 41.800 km (1966)	Volkswagen Coccinelle 1300, 41.800 km (1966)	NICHT_GLEICH
1	2889	it	Volkswagen Käfer 1300, 41.800 km (1966)	Volkswagen Maggiolino 1300, 41.800 km (1966)	NICHT_GLEICH
1	2889	tr	Volkswagen Käfer 1300, 41.800 km (1966)	Volkswagen Beetle 1300, 41.800 km (1966)	NICHT_GLEICH
1	2889	ja	Volkswagen Käfer 1300, 41.800 km (1966)	フォルクスワーゲン・ビートル 1300、41,800 km（1966年）	NICHT_GLEICH
1	2889	cs	Volkswagen Käfer 1300, 41.800 km (1966)	Volkswagen Brouk 1300, 41 800 km (1966)	NICHT_GLEICH
1	2889	ru	Volkswagen Käfer 1300, 41.800 km (1966)	Volkswagen Käfer 1300, 41.800 км (1966)	NICHT_GLEICH
1	2889	es	Volkswagen Käfer 1300, 41.800 km (1966)	Volkswagen Escarabajo 1300, 41.800 km (1966)	NICHT_GLEICH
1	2889	nl	Volkswagen Käfer 1300, 41.800 km (1966)	Volkswagen Kever 1300, 41.800 km (1966)	NICHT_GLEICH
1	2889	pl	Volkswagen Käfer 1300, 41.800 km (1966)	Volkswagen Garbus 1300, 41 800 km (1966)	NICHT_GLEICH
1	3888	en	Bentley Turbo R 6.8 Liter LWB/Long Wheelbase H-Zulassung	Bentley Turbo R 6.8 Liter LWB/Long Wheelbase H-Registration	NICHT_GLEICH
1	3888	fr	Bentley Turbo R 6.8 Liter LWB/Long Wheelbase H-Zulassung	Bentley Turbo R 6.8 litres LWB/Long Wheelbase H-approbation	NICHT_GLEICH
1	3888	it	Bentley Turbo R 6.8 Liter LWB/Long Wheelbase H-Zulassung	Bentley Turbo R 6.8 litri LWB/Long Wheelbase H-approvazione	NICHT_GLEICH
1	3888	tr	Bentley Turbo R 6.8 Liter LWB/Long Wheelbase H-Zulassung	Bentley Turbo R 6.8 Litre LWB/Uzun Dingil Mesafesi H-İzin	NICHT_GLEICH
1	3888	ja	Bentley Turbo R 6.8 Liter LWB/Long Wheelbase H-Zulassung	ベントレー ターボ R 6.8リットル LWB/ロングホイールベース H登録	NICHT_GLEICH
1	3888	cs	Bentley Turbo R 6.8 Liter LWB/Long Wheelbase H-Zulassung	Bentley Turbo R 6,8 litru LWB / dlouhý rozvor H-registrace	NICHT_GLEICH
1	3888	ru	Bentley Turbo R 6.8 Liter LWB/Long Wheelbase H-Zulassung	Bentley Turbo R 6.8 литров LWB/длинная колесная база H-зарегистрирован	NICHT_GLEICH
1	3888	es	Bentley Turbo R 6.8 Liter LWB/Long Wheelbase H-Zulassung	Bentley Turbo R 6.8 litros LWB/Long Wheelbase H-Zulassung	NICHT_GLEICH
1	3888	nl	Bentley Turbo R 6.8 Liter LWB/Long Wheelbase H-Zulassung	Bentley Turbo R 6.8 liter LWB/Lange wielbasis H-registratie	NICHT_GLEICH
1	3888	pl	Bentley Turbo R 6.8 Liter LWB/Long Wheelbase H-Zulassung	Bentley Turbo R 6,8 litra LWB/Długi rozstaw osi H-registracja	NICHT_GLEICH
1	5170	en	Ford Ranchero 302 GT Automatik, Motor neu aufgebaut !	Ford Ranchero 302 GT automatic, engine rebuilt!	NICHT_GLEICH
1	5170	fr	Ford Ranchero 302 GT Automatik, Motor neu aufgebaut !	Ford Ranchero 302 GT Automatique, moteur entièrement reconstruit !	NICHT_GLEICH
1	5170	it	Ford Ranchero 302 GT Automatik, Motor neu aufgebaut !	Ford Ranchero 302 GT Automatik, motore ricostruito nuovo!	NICHT_GLEICH
1	5170	tr	Ford Ranchero 302 GT Automatik, Motor neu aufgebaut !	Ford Ranchero 302 GT Otomatik, motor yeniden yapıldı !	NICHT_GLEICH
1	5170	ja	Ford Ranchero 302 GT Automatik, Motor neu aufgebaut !	フォード・ランチェロ 302 GT オートマチック、新たにエンジンをオーバーホール！	NICHT_GLEICH
1	5170	cs	Ford Ranchero 302 GT Automatik, Motor neu aufgebaut !	Ford Ranchero 302 GT Automat, motor znovu sestaven! 	NICHT_GLEICH
1	5170	ru	Ford Ranchero 302 GT Automatik, Motor neu aufgebaut !	Ford Ranchero 302 GT автоматическая, двигатель полностью перебран!	NICHT_GLEICH
1	5170	es	Ford Ranchero 302 GT Automatik, Motor neu aufgebaut !	Ford Ranchero 302 GT Automático, ¡motor reconstruido! 	NICHT_GLEICH
1	5170	nl	Ford Ranchero 302 GT Automatik, Motor neu aufgebaut !	Ford Ranchero 302 GT Automaat, motor nieuw opgebouwd !	NICHT_GLEICH
1	5170	pl	Ford Ranchero 302 GT Automatik, Motor neu aufgebaut !	Ford Ranchero 302 GT Automatyczna, silnik nowo zbudowany !	NICHT_GLEICH
1	5371	en	280 SE (W126) *Sammlerfahrzeug*Klima*orig. KM!*	280 SE (W126) *Collector's Vehicle*Air conditioning*Original KM!*	NICHT_GLEICH
1	5371	fr	280 SE (W126) *Sammlerfahrzeug*Klima*orig. KM!*	280 SE (W126) *Véhicule de collection*Climatisation*KM d'origine!*	NICHT_GLEICH
1	5371	it	280 SE (W126) *Sammlerfahrzeug*Klima*orig. KM!*	280 SE (W126) *Auto da collezione*Clima*KM originali!*	NICHT_GLEICH
1	5371	tr	280 SE (W126) *Sammlerfahrzeug*Klima*orig. KM!*	280 SE (W126) *Toplama Aracı* Klima *Orijinal KM!*	NICHT_GLEICH
1	5371	ja	280 SE (W126) *Sammlerfahrzeug*Klima*orig. KM!*	280 SE (W126) *コレクターズカー*エアコン*オリジナル走行距離!*	NICHT_GLEICH
1	5371	cs	280 SE (W126) *Sammlerfahrzeug*Klima*orig. KM!*	280 SE (W126) *sbírka vozidel* Klima *orig. KM!*	NICHT_GLEICH
1	5371	ru	280 SE (W126) *Sammlerfahrzeug*Klima*orig. KM!*	280 SE (W126) *Коллекционный автомобиль*Кондиционер*оригинальный пробег!*	NICHT_GLEICH
1	5371	es	280 SE (W126) *Sammlerfahrzeug*Klima*orig. KM!*	280 SE (W126) *Vehículo de colección*Aire acondicionado*Kilometraje original!*	NICHT_GLEICH
1	5371	nl	280 SE (W126) *Sammlerfahrzeug*Klima*orig. KM!*	280 SE (W126) *Verzamelauto*Airconditioning*orig. KM!*	NICHT_GLEICH
1	5371	pl	280 SE (W126) *Sammlerfahrzeug*Klima*orig. KM!*	280 SE (W126) *Samochód kolekcjonerski*Klimatyzacja*oryginalny przebieg!*	NICHT_GLEICH
1	5912	en	Langzeitmiete Mercedes-Benz G 63 AMG	Long-term rental Mercedes-Benz G 63 AMG	NICHT_GLEICH
1	5928	en	Langzeitmiete Mercedes-Benz S 63 AMG	Long-term rental Mercedes-Benz S 63 AMG	NICHT_GLEICH
1	5929	en	Langzeitmiete Mercedes-Benz GLE 63 AMG	Long-term rental Mercedes-Benz GLE 63 AMG	NICHT_GLEICH
1	5932	en	Langzeitmiete Porsche Cayenne Turbo	Long-term rental Porsche Cayenne Turbo	NICHT_GLEICH
1	5933	en	Langzeitmiete Mercedes-AMG GT C	Long-term rental Mercedes-AMG GT C	NICHT_GLEICH
1	6775	en	Porsche 996 Carrera Cabrio HU NEU 	Porsche 996 Carrera Convertible, new inspection	NICHT_GLEICH
1	6775	fr	Porsche 996 Carrera Cabrio HU NEU 	Porsche 996 Carrera Cabrio NEU contrôle technique	NICHT_GLEICH
1	6775	it	Porsche 996 Carrera Cabrio HU NEU 	Porsche 996 Carrera Cabrio NUOVA revisione	NICHT_GLEICH
1	6775	tr	Porsche 996 Carrera Cabrio HU NEU 	Porsche 996 Carrera Cabrio HU YENİ	NICHT_GLEICH
1	6775	ja	Porsche 996 Carrera Cabrio HU NEU 	ポルシェ996カレラカブリオレ 新規車検済み	NICHT_GLEICH
1	6775	cs	Porsche 996 Carrera Cabrio HU NEU 	Porsche 996 Carrera Cabrio STK NOVÉ	NICHT_GLEICH
1	6775	ru	Porsche 996 Carrera Cabrio HU NEU 	Porsche 996 Carrera кабриолет с новым техосмотром	NICHT_GLEICH
1	6775	es	Porsche 996 Carrera Cabrio HU NEU 	Porsche 996 Carrera Cabrio HU NUEVO 	NICHT_GLEICH
1	6775	nl	Porsche 996 Carrera Cabrio HU NEU 	Porsche 996 Carrera Cabrio APK NIEUW	NICHT_GLEICH
1	6775	pl	Porsche 996 Carrera Cabrio HU NEU 	Porsche 996 Carrera Cabrio NOWA przegląd techniczny	NICHT_GLEICH
1	6794	ja	Daimler Double SIX 	ダイムラー・ダブルシックス	NICHT_GLEICH
1	7140	ja	Porsche 911 Carrera 2	ポルシェ 911 カレラ 2	NICHT_GLEICH
1	7141	ja	Porsche 911 Carrera 2	ポルシェ 911 カレラ 2	NICHT_GLEICH
1	8586	en	** PRIVAT VERKAUF** Top Liebhaberfahrzeug umfassend Techniküberholung	** PRIVATE SALE** Top enthusiast vehicle with comprehensive technical overhaul	NICHT_GLEICH
1	8586	fr	** PRIVAT VERKAUF** Top Liebhaberfahrzeug umfassend Techniküberholung	** VENTE PRIVÉE** Véhicule de passionné de premier ordre, révision technique complète	NICHT_GLEICH
1	8586	it	** PRIVAT VERKAUF** Top Liebhaberfahrzeug umfassend Techniküberholung	** VENDITA PRIVATA** Veicolo da collezione di alta qualità, completo di revisione tecnica	NICHT_GLEICH
1	8586	tr	** PRIVAT VERKAUF** Top Liebhaberfahrzeug umfassend Techniküberholung	** ÖZEL SATIŞ ** En sevilen araç, kapsamlı teknik yenileme ile	NICHT_GLEICH
1	8586	ja	** PRIVAT VERKAUF** Top Liebhaberfahrzeug umfassend Techniküberholung	**個人販売** 愛好者向けの車両、徹底的な技術的オーバーホール済み	NICHT_GLEICH
1	8586	cs	** PRIVAT VERKAUF** Top Liebhaberfahrzeug umfassend Techniküberholung	**PRODEJ SO SOUKROMOU OSOBOU** Špičkové milenecké vozidlo s kompletní technickou obnovou	NICHT_GLEICH
1	8586	ru	** PRIVAT VERKAUF** Top Liebhaberfahrzeug umfassend Techniküberholung	**ЧАСТНАЯ ПРОДАЖА** Отличный любительский автомобиль с полной технической переработкой	NICHT_GLEICH
1	8586	es	** PRIVAT VERKAUF** Top Liebhaberfahrzeug umfassend Techniküberholung	** VENTA PRIVADA** Vehículo de colección de primera categoría, revisión técnica exhaustiva	NICHT_GLEICH
1	8586	nl	** PRIVAT VERKAUF** Top Liebhaberfahrzeug umfassend Techniküberholung	** PRIVÉ VERKOOP** Top liefersvoertuig met uitgebreide technische revisie	NICHT_GLEICH
1	8586	pl	** PRIVAT VERKAUF** Top Liebhaberfahrzeug umfassend Techniküberholung	**PRYWATNA SPRZEDAŻ** Top pojazd dla miłośników, kompleksowa odnowa techniczna	NICHT_GLEICH
1	8975	ja	Mercedes 280S W108	メルセデス 280S W108	NICHT_GLEICH
1	8977	en	Mercedes-Benz CL 600 AMG-Speedshift-Automatik Comand/SSD/Xenon	Mercedes-Benz CL 600 AMG-Speedshift automatic Comand/SSD/Xenon	NICHT_GLEICH
1	8977	fr	Mercedes-Benz CL 600 AMG-Speedshift-Automatik Comand/SSD/Xenon	Mercedes-Benz CL 600 AMG-Transmission automatique Speedshift Comand/SSD/Xénon	NICHT_GLEICH
1	8977	tr	Mercedes-Benz CL 600 AMG-Speedshift-Automatik Comand/SSD/Xenon	Mercedes-Benz CL 600 AMG-Hızlı Vites Otomatik Comand/SSD/Xenon	NICHT_GLEICH
1	8977	ja	Mercedes-Benz CL 600 AMG-Speedshift-Automatik Comand/SSD/Xenon	メルセデス・ベンツ CL 600 AMG-スピードシフト-オートマチック コマンド/SSD/キセノン	NICHT_GLEICH
